datetime,cpu_load1,cpu_load5,mem_used(M),mem_free(M)
2025-12-09_08:09:28,0,0,4322,105442
2025-12-09_08:09:33,0,0,4321,105444
2025-12-09_08:09:38,0,0,4320,105444
2025-12-09_08:09:43,0,0,4320,105444
2025-12-09_08:09:48,0,0,4320,105444
2025-12-09_08:09:53,0,0,4320,105444
2025-12-09_08:09:58,0,0,4320,105444
2025-12-09_08:10:03,0,0,4328,105436
2025-12-09_08:10:08,0,0,4327,105437
2025-12-09_08:10:13,0,0,4325,105439
2025-12-09_08:10:18,0,0,4325,105439
2025-12-09_08:10:23,0,0,4325,105439
2025-12-09_08:10:28,0,0,4322,105442
2025-12-09_08:10:33,0,0,4321,105443
2025-12-09_08:10:38,0,0,4323,105441
2025-12-09_08:10:43,0,0,4323,105441
2025-12-09_08:10:48,0,0,4323,105441
2025-12-09_08:10:53,0,0,4323,105441
2025-12-09_08:10:58,0,0,4323,105441
2025-12-09_08:11:03,0,0,4323,105441
2025-12-09_08:11:08,0,0,4323,105441
2025-12-09_08:11:13,0,0,4322,105442
2025-12-09_08:11:18,0,0,4322,105442
2025-12-09_08:11:23,0,0,4322,105442
2025-12-09_08:11:28,0,0,4325,105440
2025-12-09_08:11:33,0,0,4323,105441
2025-12-09_08:11:38,0,0,4325,105439
2025-12-09_08:11:43,0,0,4324,105440
2025-12-09_08:11:48,0,0,4324,105440
2025-12-09_08:11:53,0,0,4324,105441
2025-12-09_08:11:58,0,0,4324,105441
2025-12-09_08:12:03,0,0,4326,105438
2025-12-09_08:12:08,0,0,4322,105442
2025-12-09_08:12:13,0,0,4321,105443
2025-12-09_08:12:18,0,0,4318,105447
2025-12-09_08:12:23,0,0,4318,105447
2025-12-09_08:12:28,0,0,4319,105445
2025-12-09_08:12:33,0,0,4318,105446
2025-12-09_08:12:38,0,0,4315,105449
2025-12-09_08:12:43,0,0,4314,105450
2025-12-09_08:12:48,0,0,4314,105450
2025-12-09_08:12:53,0,0,4314,105450
2025-12-09_08:12:58,0,0,4314,105450
2025-12-09_08:13:03,0,0,4319,105446
2025-12-09_08:13:08,0,0,4320,105445
2025-12-09_08:13:13,0,0,4320,105445
2025-12-09_08:13:18,0,0,4320,105445
2025-12-09_08:13:23,0,0,4320,105445
2025-12-09_08:13:28,0,0,4321,105444
2025-12-09_08:13:33,0,0,4319,105445
2025-12-09_08:13:38,0,0,4320,105444
2025-12-09_08:13:43,0,0,4320,105445
2025-12-09_08:13:48,0,0,4320,105445
2025-12-09_08:13:53,0,0,4319,105445
2025-12-09_08:13:58,0,0,4319,105445
2025-12-09_08:14:03,0,0,4320,105445
2025-12-09_08:14:08,0,0,4319,105446
2025-12-09_08:14:13,0,0,4318,105446
2025-12-09_08:14:18,0,0,4318,105446
2025-12-09_08:14:23,0,0,4318,105446
2025-12-09_08:14:28,0,0,4318,105446
2025-12-09_08:14:33,0,0,4317,105447
2025-12-09_08:14:38,0,0,4317,105447
2025-12-09_08:14:43,0,0,4317,105447
2025-12-09_08:14:48,0,0,4317,105447
2025-12-09_08:14:53,0,0,4317,105447
2025-12-09_08:14:58,0,0,4317,105448
2025-12-09_08:15:03,0,0,4319,105445
2025-12-09_08:15:08,0,0,4320,105444
2025-12-09_08:15:13,0,0,4319,105445
2025-12-09_08:15:18,0,0,4319,105445
2025-12-09_08:15:23,0,0,4319,105445
2025-12-09_08:15:28,0,0,4321,105443
2025-12-09_08:15:33,0,0,4319,105445
2025-12-09_08:15:38,0,0,4320,105445
2025-12-09_08:15:43,0,0,4319,105445
2025-12-09_08:15:48,0,0,4319,105445
2025-12-09_08:15:53,0,0,4319,105445
2025-12-09_08:15:58,0,0,4319,105445
2025-12-09_08:16:03,0,0,4321,105443
2025-12-09_08:16:08,0,0,4316,105448
2025-12-09_08:16:13,0,0,4315,105449
2025-12-09_08:16:18,0,0,4315,105449
2025-12-09_08:16:23,0,0,4315,105450
2025-12-09_08:16:28,0,0,4315,105449
2025-12-09_08:16:33,0,0,4316,105449
2025-12-09_08:16:38,0,0,4317,105447
2025-12-09_08:16:43,0,0,4317,105448
2025-12-09_08:16:48,0,0,4317,105448
2025-12-09_08:16:53,0,0,4317,105448
2025-12-09_08:16:58,0,0,4317,105448
2025-12-09_08:17:03,0,0,4329,105436
2025-12-09_08:17:08,0,0,4327,105437
2025-12-09_08:17:13,0,0,4327,105438
2025-12-09_08:17:18,0,0,4327,105438
2025-12-09_08:17:23,0,0,4327,105438
2025-12-09_08:17:28,0,0,4326,105438
2025-12-09_08:17:33,0,0,4325,105439
2025-12-09_08:17:38,0,0,4325,105439
2025-12-09_08:17:43,0,0,4324,105440
2025-12-09_08:17:48,0,0,4324,105440
2025-12-09_08:17:53,0,0,4324,105440
2025-12-09_08:17:58,0,0,4324,105440
2025-12-09_08:18:03,0,0,4324,105440
2025-12-09_08:18:08,0,0,4323,105441
2025-12-09_08:18:13,0,0,4322,105442
2025-12-09_08:18:18,0,0,4321,105443
2025-12-09_08:18:23,0,0,4322,105443
2025-12-09_08:18:28,0,0,4324,105440
2025-12-09_08:18:33,0,0,4323,105441
2025-12-09_08:18:38,0,0,4321,105443
2025-12-09_08:18:43,0,0,4320,105444
2025-12-09_08:18:48,0,0,4320,105444
2025-12-09_08:18:53,0,0,4320,105444
2025-12-09_08:18:58,0,0,4320,105444
2025-12-09_08:19:03,0,0,4326,105438
2025-12-09_08:19:08,0,0,4326,105438
2025-12-09_08:19:13,0,0,4325,105439
2025-12-09_08:19:18,0,0,4325,105439
2025-12-09_08:19:23,0,0,4325,105439
2025-12-09_08:19:28,0,0,4325,105439
2025-12-09_08:19:33,0,0,4323,105441
2025-12-09_08:19:38,0,0,4324,105440
2025-12-09_08:19:43,0,0,4324,105440
2025-12-09_08:19:48,0,0,4324,105440
2025-12-09_08:19:53,0,0,4324,105440
2025-12-09_08:19:58,0,0,4324,105440
2025-12-09_08:20:03,0,0,4327,105437
2025-12-09_08:20:08,0,0,4328,105436
2025-12-09_08:20:13,0,0,4327,105437
2025-12-09_08:20:18,0,0,4327,105437
2025-12-09_08:20:23,0,0,4327,105437
2025-12-09_08:20:28,0,0,4327,105437
2025-12-09_08:20:33,0,0,4326,105438
2025-12-09_08:20:38,0,0,4324,105440
2025-12-09_08:20:43,0,0,4324,105441
2025-12-09_08:20:48,0,0,4324,105441
2025-12-09_08:20:53,0,0,4323,105441
2025-12-09_08:20:58,0,0,4323,105441
2025-12-09_08:21:03,0,0,4332,105432
2025-12-09_08:21:08,0,0,4329,105435
2025-12-09_08:21:13,0,0,4329,105435
2025-12-09_08:21:18,0,0,4329,105435
2025-12-09_08:21:23,0,0,4329,105435
2025-12-09_08:21:28,0,0,4331,105433
2025-12-09_08:21:33,0,0,4330,105434
2025-12-09_08:21:38,0,0,4331,105433
2025-12-09_08:21:43,0,0,4331,105433
2025-12-09_08:21:48,0,0,4331,105433
2025-12-09_08:21:53,0,0,4331,105433
2025-12-09_08:21:58,0,0,4330,105434
2025-12-09_08:22:03,0,0,4334,105430
2025-12-09_08:22:08,0,0,4334,105430
2025-12-09_08:22:13,0,0,4332,105432
2025-12-09_08:22:18,0,0,4332,105432
2025-12-09_08:22:23,0,0,4332,105432
2025-12-09_08:22:28,0,0,4334,105430
2025-12-09_08:22:33,0,0,4333,105432
2025-12-09_08:22:38,0,0,4335,105429
2025-12-09_08:22:43,0,0,4334,105430
2025-12-09_08:22:48,0,0,4334,105430
2025-12-09_08:22:53,0,0,4334,105430
2025-12-09_08:22:58,0,0,4334,105430
2025-12-09_08:23:03,0,0,4336,105428
2025-12-09_08:23:08,0,0,4335,105429
2025-12-09_08:23:13,0,0,4335,105429
2025-12-09_08:23:18,0,0,4335,105429
2025-12-09_08:23:23,0,0,4335,105429
2025-12-09_08:23:28,0,0,4333,105431
2025-12-09_08:23:33,0,0,4332,105432
2025-12-09_08:23:38,0,0,4330,105434
2025-12-09_08:23:43,0,0,4329,105435
2025-12-09_08:23:48,0,0,4329,105435
2025-12-09_08:23:53,0,0,4329,105435
2025-12-09_08:23:58,0,0,4329,105435
2025-12-09_08:24:03,0,0,4314,105450
2025-12-09_08:24:08,0,0,4314,105450
2025-12-09_08:24:13,0,0,4313,105451
2025-12-09_08:24:18,0,0,4313,105451
2025-12-09_08:24:23,0,0,4313,105451
2025-12-09_08:24:28,0,0,4313,105451
2025-12-09_08:24:33,0,0,4311,105453
2025-12-09_08:24:38,0,0,4315,105450
2025-12-09_08:24:43,0,0,4314,105450
2025-12-09_08:24:48,0,0,4314,105450
2025-12-09_08:24:53,0,0,4313,105451
2025-12-09_08:24:58,0,0,4313,105451
2025-12-09_08:25:03,0,0,4322,105442
2025-12-09_08:25:08,0,0,4322,105442
2025-12-09_08:25:13,0,0,4321,105443
2025-12-09_08:25:18,0,0,4321,105443
2025-12-09_08:25:23,0,0,4321,105443
2025-12-09_08:25:28,0,0,4314,105450
2025-12-09_08:25:33,0,0,4315,105449
2025-12-09_08:25:38,0,0,4317,105447
2025-12-09_08:25:43,0,0,4316,105448
2025-12-09_08:25:48,0,0,4316,105448
2025-12-09_08:25:53,0,0,4316,105448
2025-12-09_08:25:58,0,0,4316,105448
2025-12-09_08:26:03,0,0,4317,105447
2025-12-09_08:26:08,0,0,4312,105452
2025-12-09_08:26:13,0,0,4312,105452
2025-12-09_08:26:18,0,0,4312,105452
2025-12-09_08:26:23,0,0,4312,105452
2025-12-09_08:26:28,0,0,4315,105449
2025-12-09_08:26:33,0,0,4314,105450
2025-12-09_08:26:38,0,0,4316,105448
2025-12-09_08:26:43,0,0,4316,105448
2025-12-09_08:26:48,0,0,4316,105448
2025-12-09_08:26:53,0,0,4315,105449
2025-12-09_08:26:58,0,0,4315,105449
2025-12-09_08:27:03,0,0,4326,105438
2025-12-09_08:27:08,0,0,4325,105439
2025-12-09_08:27:13,0,0,4324,105440
2025-12-09_08:27:18,0,0,4324,105440
2025-12-09_08:27:23,0,0,4324,105440
2025-12-09_08:27:28,0,0,4325,105439
2025-12-09_08:27:33,0,0,4323,105441
2025-12-09_08:27:38,0,0,4323,105441
2025-12-09_08:27:43,0,0,4323,105441
2025-12-09_08:27:48,0,0,4323,105441
2025-12-09_08:27:53,0,0,4323,105441
2025-12-09_08:27:58,0,0,4323,105441
2025-12-09_08:28:03,0,0,4322,105442
2025-12-09_08:28:08,0,0,4321,105443
2025-12-09_08:28:13,0,0,4320,105444
2025-12-09_08:28:18,0,0,4320,105444
2025-12-09_08:28:23,0,0,4320,105444
2025-12-09_08:28:28,0,0,4321,105443
2025-12-09_08:28:33,0,0,4320,105444
2025-12-09_08:28:38,0,0,4319,105445
2025-12-09_08:28:43,0,0,4319,105445
2025-12-09_08:28:48,0,0,4319,105445
2025-12-09_08:28:53,0,0,4319,105445
2025-12-09_08:28:58,0,0,4319,105445
2025-12-09_08:29:03,0,0,4322,105442
2025-12-09_08:29:08,0,0,4322,105442
2025-12-09_08:29:13,0,0,4322,105442
2025-12-09_08:29:18,0,0,4322,105442
2025-12-09_08:29:23,0,0,4321,105443
2025-12-09_08:29:28,0,0,4322,105442
2025-12-09_08:29:33,0,0,4316,105448
2025-12-09_08:29:38,0,0,4318,105446
2025-12-09_08:29:43,0,0,4316,105447
2025-12-09_08:29:48,0,0,4316,105447
2025-12-09_08:29:53,0,0,4316,105448
2025-12-09_08:29:58,0,0,4316,105448
2025-12-09_08:30:03,0,0,4319,105445
2025-12-09_08:30:08,0,0,4318,105446
2025-12-09_08:30:13,0,0,4317,105447
2025-12-09_08:30:18,0,0,4317,105446
2025-12-09_08:30:23,0,0,4317,105447
2025-12-09_08:30:28,0,0,4317,105447
2025-12-09_08:30:33,0,0,4316,105447
2025-12-09_08:30:38,0,0,4317,105447
2025-12-09_08:30:43,0,0,4316,105447
2025-12-09_08:30:48,0,0,4316,105447
2025-12-09_08:30:53,0,0,4316,105448
2025-12-09_08:30:58,0,0,4315,105448
2025-12-09_08:31:03,0,0,4319,105445
2025-12-09_08:31:08,0,0,4318,105445
2025-12-09_08:31:13,0,0,4317,105446
2025-12-09_08:31:18,0,0,4317,105447
2025-12-09_08:31:23,0,0,4316,105448
2025-12-09_08:31:28,0,0,4316,105448
2025-12-09_08:31:33,0,0,4315,105448
2025-12-09_08:31:38,0,0,4317,105446
2025-12-09_08:31:43,0,0,4317,105447
2025-12-09_08:31:48,0,0,4317,105447
2025-12-09_08:31:53,0,0,4317,105447
2025-12-09_08:31:58,0,0,4316,105447
2025-12-09_08:32:03,0,0,4320,105444
2025-12-09_08:32:08,0,0,4319,105445
2025-12-09_08:32:13,0,0,4318,105446
2025-12-09_08:32:18,0,0,4318,105446
2025-12-09_08:32:23,0,0,4318,105446
2025-12-09_08:32:28,0,0,4317,105447
2025-12-09_08:32:33,0,0,4318,105446
2025-12-09_08:32:38,0,0,4318,105446
2025-12-09_08:32:43,0,0,4317,105447
2025-12-09_08:32:48,0,0,4317,105447
2025-12-09_08:32:53,0,0,4317,105447
2025-12-09_08:32:58,0,0,4317,105447
2025-12-09_08:33:03,0,0,4311,105452
2025-12-09_08:33:08,0,0,4312,105451
2025-12-09_08:33:13,0,0,4310,105453
2025-12-09_08:33:18,0,0,4310,105454
2025-12-09_08:33:23,0,0,4310,105454
2025-12-09_08:33:28,0,0,4309,105454
2025-12-09_08:33:33,0,0,4312,105452
2025-12-09_08:33:38,0,0,4314,105450
2025-12-09_08:33:43,0,0,4313,105451
2025-12-09_08:33:48,0,0,4312,105451
2025-12-09_08:33:53,0,0,4312,105452
2025-12-09_08:33:58,0,0,4312,105452
2025-12-09_08:34:03,0,0,4319,105445
2025-12-09_08:34:08,0,0,4317,105446
2025-12-09_08:34:13,0,0,4316,105448
2025-12-09_08:34:18,0,0,4316,105448
2025-12-09_08:34:23,0,0,4316,105448
2025-12-09_08:34:28,0,0,4316,105448
2025-12-09_08:34:33,0,0,4313,105451
2025-12-09_08:34:38,0,0,4312,105452
2025-12-09_08:34:43,0,0,4311,105453
2025-12-09_08:34:48,0,0,4311,105453
2025-12-09_08:34:53,0,0,4310,105454
2025-12-09_08:34:58,0,0,4310,105454
2025-12-09_08:35:03,0,0,4318,105446
2025-12-09_08:35:08,0,0,4317,105447
2025-12-09_08:35:13,0,0,4316,105448
2025-12-09_08:35:18,0,0,4316,105448
2025-12-09_08:35:23,0,0,4315,105449
2025-12-09_08:35:28,0,0,4315,105449
2025-12-09_08:35:33,0,0,4316,105448
2025-12-09_08:35:38,0,0,4316,105448
2025-12-09_08:35:43,0,0,4315,105449
2025-12-09_08:35:48,0,0,4315,105449
2025-12-09_08:35:53,0,0,4314,105450
2025-12-09_08:35:58,0,0,4314,105450
2025-12-09_08:36:03,0,0,4320,105444
2025-12-09_08:36:08,0,0,4319,105445
2025-12-09_08:36:13,0,0,4319,105445
2025-12-09_08:36:18,0,0,4319,105445
2025-12-09_08:36:23,0,0,4319,105445
2025-12-09_08:36:28,0,0,4318,105446
2025-12-09_08:36:33,0,0,4318,105446
2025-12-09_08:36:38,0,0,4321,105443
2025-12-09_08:36:43,0,0,4321,105443
2025-12-09_08:36:48,0,0,4321,105443
2025-12-09_08:36:53,0,0,4321,105443
2025-12-09_08:36:58,0,0,4321,105443
2025-12-09_08:37:03,0,0,4326,105438
2025-12-09_08:37:08,0,0,4326,105438
2025-12-09_08:37:13,0,0,4324,105440
2025-12-09_08:37:18,0,0,4324,105440
2025-12-09_08:37:23,0,0,4324,105440
2025-12-09_08:37:28,0,0,4323,105441
2025-12-09_08:37:33,0,0,4324,105440
2025-12-09_08:37:38,0,0,4323,105441
2025-12-09_08:37:43,0,0,4323,105441
2025-12-09_08:37:48,0,0,4322,105441
2025-12-09_08:37:53,0,0,4322,105442
2025-12-09_08:37:58,0,0,4322,105442
2025-12-09_08:38:03,0,0,4324,105440
2025-12-09_08:38:08,0,0,4325,105439
2025-12-09_08:38:13,0,0,4324,105440
2025-12-09_08:38:18,0,0,4324,105440
2025-12-09_08:38:23,0,0,4324,105440
2025-12-09_08:38:28,0,0,4323,105441
2025-12-09_08:38:33,0,0,4322,105442
2025-12-09_08:38:38,0,0,4320,105444
2025-12-09_08:38:43,0,0,4319,105445
2025-12-09_08:38:48,0,0,4319,105445
2025-12-09_08:38:53,0,0,4319,105445
2025-12-09_08:38:58,0,0,4319,105445
2025-12-09_08:39:03,0,0,4323,105441
2025-12-09_08:39:08,0,0,4323,105441
2025-12-09_08:39:13,0,0,4322,105441
2025-12-09_08:39:18,0,0,4322,105441
2025-12-09_08:39:23,0,0,4322,105442
2025-12-09_08:39:28,0,0,4321,105443
2025-12-09_08:39:33,0,0,4322,105442
2025-12-09_08:39:38,0,0,4324,105440
2025-12-09_08:39:43,0,0,4322,105442
2025-12-09_08:39:48,0,0,4322,105442
2025-12-09_08:39:53,0,0,4322,105442
2025-12-09_08:39:58,0,0,4322,105442
2025-12-09_08:40:03,0,0,4326,105438
2025-12-09_08:40:08,0,0,4326,105438
2025-12-09_08:40:13,0,0,4325,105439
2025-12-09_08:40:18,0,0,4324,105439
2025-12-09_08:40:23,0,0,4324,105440
2025-12-09_08:40:28,0,0,4324,105440
2025-12-09_08:40:33,0,0,4319,105445
2025-12-09_08:40:38,0,0,4320,105444
2025-12-09_08:40:43,0,0,4319,105445
2025-12-09_08:40:48,0,0,4319,105445
2025-12-09_08:40:53,0,0,4319,105445
2025-12-09_08:40:58,0,0,4319,105445
2025-12-09_08:41:03,0,0,4329,105435
2025-12-09_08:41:08,0,0,4328,105435
2025-12-09_08:41:13,0,0,4327,105437
2025-12-09_08:41:18,0,0,4327,105437
2025-12-09_08:41:23,0,0,4327,105437
2025-12-09_08:41:28,0,0,4326,105437
2025-12-09_08:41:33,0,0,4326,105438
2025-12-09_08:41:38,0,0,4327,105437
2025-12-09_08:41:43,0,0,4327,105437
2025-12-09_08:41:48,0,0,4327,105437
2025-12-09_08:41:53,0,0,4327,105437
2025-12-09_08:41:58,0,0,4327,105437
2025-12-09_08:42:03,0,0,4328,105436
2025-12-09_08:42:08,0,0,4328,105435
2025-12-09_08:42:13,0,0,4327,105436
2025-12-09_08:42:18,0,0,4327,105437
2025-12-09_08:42:23,0,0,4327,105437
2025-12-09_08:42:28,0,0,4326,105437
2025-12-09_08:42:33,0,0,4326,105438
2025-12-09_08:42:38,0,0,4327,105437
2025-12-09_08:42:43,0,0,4323,105441
2025-12-09_08:42:48,0,0,4322,105441
2025-12-09_08:42:53,0,0,4322,105442
2025-12-09_08:42:58,0,0,4322,105442
2025-12-09_08:43:03,0,0,4333,105431
2025-12-09_08:43:08,0,0,4334,105430
2025-12-09_08:43:13,0,0,4333,105430
2025-12-09_08:43:18,0,0,4333,105430
2025-12-09_08:43:23,0,0,4333,105431
2025-12-09_08:43:28,0,0,4333,105431
2025-12-09_08:43:33,0,0,4332,105432
2025-12-09_08:43:38,0,0,4333,105431
2025-12-09_08:43:43,0,0,4332,105432
2025-12-09_08:43:48,0,0,4332,105432
2025-12-09_08:43:53,0,0,4332,105432
2025-12-09_08:43:58,0,0,4332,105432
2025-12-09_08:44:03,0,0,4333,105431
2025-12-09_08:44:08,0,0,4334,105429
2025-12-09_08:44:13,0,0,4333,105431
2025-12-09_08:44:18,0,0,4333,105431
2025-12-09_08:44:23,0,0,4333,105431
2025-12-09_08:44:28,0,0,4332,105432
2025-12-09_08:44:33,0,0,4328,105436
2025-12-09_08:44:38,0,0,4328,105436
2025-12-09_08:44:43,0,0,4329,105435
2025-12-09_08:44:48,0,0,4329,105435
2025-12-09_08:44:53,0,0,4328,105435
2025-12-09_08:44:58,0,0,4328,105435
2025-12-09_08:45:03,0,0,4335,105429
2025-12-09_08:45:08,0,0,4337,105427
2025-12-09_08:45:13,0,0,4334,105429
2025-12-09_08:45:18,0,0,4334,105430
2025-12-09_08:45:23,0,0,4334,105430
2025-12-09_08:45:28,0,0,4333,105431
2025-12-09_08:45:33,0,0,4332,105431
2025-12-09_08:45:38,0,0,4332,105432
2025-12-09_08:45:43,0,0,4331,105433
2025-12-09_08:45:48,0,0,4331,105433
2025-12-09_08:45:53,0,0,4330,105433
2025-12-09_08:45:58,0,0,4330,105434
2025-12-09_08:46:03,0,0,4331,105433
2025-12-09_08:46:08,0,0,4330,105433
2025-12-09_08:46:13,0,0,4330,105434
2025-12-09_08:46:18,0,0,4329,105434
2025-12-09_08:46:23,0,0,4329,105434
2025-12-09_08:46:28,0,0,4329,105435
2025-12-09_08:46:33,0,0,4330,105433
2025-12-09_08:46:38,0,0,4330,105433
2025-12-09_08:46:43,0,0,4331,105432
2025-12-09_08:46:48,0,0,4331,105432
2025-12-09_08:46:53,0,0,4331,105433
2025-12-09_08:46:58,0,0,4331,105433
2025-12-09_08:47:03,0,0,4331,105433
2025-12-09_08:47:08,0,0,4330,105433
2025-12-09_08:47:13,0,0,4328,105435
2025-12-09_08:47:18,0,0,4328,105435
2025-12-09_08:47:23,0,0,4328,105436
2025-12-09_08:47:28,0,0,4327,105436
2025-12-09_08:47:33,0,0,4323,105441
2025-12-09_08:47:38,0,0,4323,105441
2025-12-09_08:47:43,0,0,4325,105439
2025-12-09_08:47:48,0,0,4325,105439
2025-12-09_08:47:53,0,0,4325,105439
2025-12-09_08:47:58,0,0,4325,105439
2025-12-09_08:48:03,0,0,4341,105422
2025-12-09_08:48:08,0,0,4341,105423
2025-12-09_08:48:13,0,0,4334,105429
2025-12-09_08:48:18,0,0,4334,105429
2025-12-09_08:48:23,0,0,4334,105430
2025-12-09_08:48:28,0,0,4333,105431
2025-12-09_08:48:33,0,0,4334,105430
2025-12-09_08:48:38,0,0,4334,105430
2025-12-09_08:48:43,0,0,4336,105428
2025-12-09_08:48:48,0,0,4336,105428
2025-12-09_08:48:53,0,0,4336,105428
2025-12-09_08:48:58,0,0,4336,105428
2025-12-09_08:49:03,0,0,4341,105423
2025-12-09_08:49:08,0,0,4338,105426
2025-12-09_08:49:13,0,0,4332,105432
2025-12-09_08:49:18,0,0,4332,105432
2025-12-09_08:49:23,0,0,4331,105432
2025-12-09_08:49:28,0,0,4331,105432
2025-12-09_08:49:33,0,0,4329,105435
2025-12-09_08:49:38,0,0,4329,105435
2025-12-09_08:49:43,0,0,4332,105431
2025-12-09_08:49:48,0,0,4332,105431
2025-12-09_08:49:53,0,0,4332,105431
2025-12-09_08:49:58,0,0,4332,105431
2025-12-09_08:50:03,0,0,4332,105432
2025-12-09_08:50:08,0,0,4332,105431
2025-12-09_08:50:13,0,0,4330,105433
2025-12-09_08:50:18,0,0,4330,105433
2025-12-09_08:50:23,0,0,4330,105434
2025-12-09_08:50:28,0,0,4330,105434
2025-12-09_08:50:33,0,0,4330,105433
2025-12-09_08:50:38,0,0,4330,105433
2025-12-09_08:50:43,0,0,4331,105432
2025-12-09_08:50:48,0,0,4331,105432
2025-12-09_08:50:53,0,0,4331,105433
2025-12-09_08:50:58,0,0,4331,105433
2025-12-09_08:51:03,0,0,4332,105432
2025-12-09_08:51:08,0,0,4333,105431
2025-12-09_08:51:13,0,0,4331,105433
2025-12-09_08:51:18,0,0,4331,105433
2025-12-09_08:51:23,0,0,4331,105433
2025-12-09_08:51:28,0,0,4330,105434
2025-12-09_08:51:33,0,0,4330,105434
2025-12-09_08:51:38,0,0,4330,105434
2025-12-09_08:51:43,0,0,4330,105434
2025-12-09_08:51:48,0,0,4330,105434
2025-12-09_08:51:53,0,0,4329,105434
2025-12-09_08:51:58,0,0,4329,105434
2025-12-09_08:52:03,0,0,4336,105428
2025-12-09_08:52:08,0,0,4336,105428
2025-12-09_08:52:13,0,0,4334,105429
2025-12-09_08:52:18,0,0,4334,105430
2025-12-09_08:52:23,0,0,4333,105430
2025-12-09_08:52:28,0,0,4333,105431
2025-12-09_08:52:33,0,0,4333,105431
2025-12-09_08:52:38,0,0,4333,105431
2025-12-09_08:52:43,0,0,4334,105429
2025-12-09_08:52:48,0,0,4334,105430
2025-12-09_08:52:53,0,0,4334,105430
2025-12-09_08:52:58,0,0,4334,105430
2025-12-09_08:53:03,0,0,4337,105427
2025-12-09_08:53:08,0,0,4337,105427
2025-12-09_08:53:13,0,0,4334,105429
2025-12-09_08:53:18,0,0,4334,105429
2025-12-09_08:53:23,0,0,4334,105429
2025-12-09_08:53:28,0,0,4334,105430
2025-12-09_08:53:33,0,0,4335,105429
2025-12-09_08:53:38,0,0,4335,105429
2025-12-09_08:53:43,0,0,4334,105429
2025-12-09_08:53:48,0,0,4334,105429
2025-12-09_08:53:53,0,0,4334,105429
2025-12-09_08:53:58,0,0,4334,105429
2025-12-09_08:54:03,0,0,4321,105442
2025-12-09_08:54:08,0,0,4320,105443
2025-12-09_08:54:13,0,0,4321,105442
2025-12-09_08:54:18,0,0,4321,105442
2025-12-09_08:54:23,0,0,4321,105443
2025-12-09_08:54:28,0,0,4320,105443
2025-12-09_08:54:33,0,0,4324,105440
2025-12-09_08:54:38,0,0,4324,105440
2025-12-09_08:54:43,0,0,4320,105443
2025-12-09_08:54:48,0,0,4320,105443
2025-12-09_08:54:53,0,0,4320,105443
2025-12-09_08:54:58,0,0,4320,105443
2025-12-09_08:55:03,0,0,4327,105436
2025-12-09_08:55:08,0,0,4327,105436
2025-12-09_08:55:13,0,0,4326,105437
2025-12-09_08:55:18,0,0,4326,105437
2025-12-09_08:55:23,0,0,4326,105437
2025-12-09_08:55:28,0,0,4325,105438
2025-12-09_08:55:33,0,0,4326,105437
2025-12-09_08:55:38,0,0,4326,105437
2025-12-09_08:55:43,0,0,4325,105439
2025-12-09_08:55:48,0,0,4324,105439
2025-12-09_08:55:53,0,0,4324,105439
2025-12-09_08:55:58,0,0,4324,105439
2025-12-09_08:56:03,0,0,4329,105434
2025-12-09_08:56:08,0,0,4328,105436
2025-12-09_08:56:13,0,0,4321,105443
2025-12-09_08:56:18,0,0,4321,105443
2025-12-09_08:56:23,0,0,4320,105443
2025-12-09_08:56:28,0,0,4320,105444
2025-12-09_08:56:33,0,0,4320,105444
2025-12-09_08:56:38,0,0,4320,105444
2025-12-09_08:56:43,0,0,4320,105444
2025-12-09_08:56:48,0,0,4320,105444
2025-12-09_08:56:53,0,0,4320,105444
2025-12-09_08:56:58,0,0,4319,105444
2025-12-09_08:57:03,0,0,4326,105437
2025-12-09_08:57:08,0,0,4327,105437
2025-12-09_08:57:13,0,0,4324,105440
2025-12-09_08:57:18,0,0,4324,105440
2025-12-09_08:57:23,0,0,4323,105440
2025-12-09_08:57:28,0,0,4323,105440
2025-12-09_08:57:33,0,0,4322,105442
2025-12-09_08:57:38,0,0,4322,105442
2025-12-09_08:57:43,0,0,4319,105444
2025-12-09_08:57:48,0,0,4319,105444
2025-12-09_08:57:53,0,0,4319,105444
2025-12-09_08:57:58,0,0,4319,105444
2025-12-09_08:58:03,0,0,4321,105442
2025-12-09_08:58:08,0,0,4317,105446
2025-12-09_08:58:13,0,0,4318,105446
2025-12-09_08:58:18,0,0,4317,105446
2025-12-09_08:58:23,0,0,4317,105446
2025-12-09_08:58:28,0,0,4317,105446
2025-12-09_08:58:33,0,0,4318,105446
2025-12-09_08:58:38,0,0,4318,105446
2025-12-09_08:58:43,0,0,4318,105445
2025-12-09_08:58:48,0,0,4318,105446
2025-12-09_08:58:53,0,0,4318,105446
2025-12-09_08:58:58,0,0,4318,105446
2025-12-09_08:59:03,0,0,4325,105439
2025-12-09_08:59:08,0,0,4325,105439
2025-12-09_08:59:13,0,0,4324,105439
2025-12-09_08:59:18,0,0,4324,105439
2025-12-09_08:59:23,0,0,4324,105440
2025-12-09_08:59:28,0,0,4323,105440
2025-12-09_08:59:33,0,0,4320,105444
2025-12-09_08:59:38,0,0,4320,105444
2025-12-09_08:59:43,0,0,4319,105444
2025-12-09_08:59:48,0,0,4319,105445
2025-12-09_08:59:53,0,0,4319,105445
2025-12-09_08:59:58,0,0,4319,105445
